Sl.No.,Slide No,State,District,Slide Name,NH SH Location,Latitude,Longitude,Material Involved,Movement Type,History,latitude_valid,longitude_valid,latitude_missing,longitude_missing,latitude_invalid,longitude_invalid,missing_coordinates,coordinate_status,suspicious_coordinates,valid_coordinate_rows,state_missing,district_missing,state_district_status,material_missing,movement_type_missing,history_missing,event_date,event_date_start,event_date_end,event_time,date_status,date_precision,date_parse_notes,landslide,event_quality
26924,5781,Tripura,Dhalai,,,23.91951111,91.87873333,Soil,Slide,2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2024,2024,,year_only,year,Year-only value preserved as-is: 2024.,1,limited_date_precision
26925,7454,Tripura,West Tripura,Badharghat,"Near hill slope behind
residential area",23.802772,91.272189,Soil and Rock,Slide,30 May 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-05-30,2026-05-30,2026-05-30,,exact_date,day,Exact calendar date parsed from source text: 30 May 2026.,1,reliable
26936,TN/VIR/58G04/2020/1,Tamil Nadu,Virudhunagar,Mekkarai slide,Mekkarai,9.07,77.22,Debris,Flow,1992,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,1992,1992,,year_only,year,Year-only value preserved as-is: 1992.,1,limited_date_precision
26937,TN/VIR/58G07/2020/1,Tamil Nadu,Virudhunagar,Sastha kovil west debris flow,West of Sastha kovil,9.45,77.37,Debris,Flow,2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2018,2018,,year_only,year,Year-only value preserved as-is: 2018.,1,limited_date_precision
27766,TN/NIL/58A06/2020/20,Tamil Nadu,Nilgiri,Cherambadi debris slide,Near Cherambadi,11.51,76.28,Debris,Slide,2020,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2020,2020,,year_only,year,Year-only value preserved as-is: 2020.,1,limited_date_precision
27779,TN/NIL/58A06/2020/7,Tamil Nadu,Nilgiri,,Pandanthorai,11.53,76.47,Debris,Slide,2019,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2019,2019,,year_only,year,Year-only value preserved as-is: 2019.,1,limited_date_precision
27786,TN/NIL/58A06/2020/13,Tamil Nadu,Nilgiri,Devarsholai road debris slide2,"Road from Nellakottai to
Kariyashola",11.54,76.41,Debris,Slide,2019,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2019,2019,,year_only,year,Year-only value preserved as-is: 2019.,1,limited_date_precision
27793,TN/CBE/58B15/2024/01,Tamil Nadu,Coimbatore,"Pollachi-Valparai-Road-16th hairpin
bend/35/6",SH-78,10.447257,76.984351,Rock,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27794,TN/CBE/58B15/2024/02,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/8,SH-78,10.451245,76.981973,Debris,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27795,TN/CBE/58B15/2024/03,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/4,SH-78,10.451802,76.981495,Debris,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27796,TN/CBE/58B15/2024/04,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-29/10,SH-78,10.450891,76.976945,Debris,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27797,TN/CBE/58B15/2024/05,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-30/8,SH-78,10.449755,76.976183,Rock,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27798,TN/CBE/58B15/2024/06,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450355,76.979802,Rock,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27799,TN/CBE/58B15/2024/07,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450497,76.97869,Rock,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27800,TN/CBE/58B15/2024/08,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450672,76.98034,Debris,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27801,TN/CBE/58B15/2024/09,Tamil Nadu,Coimbatore,"Pollachi-Valparai-Road-27th hairpin
bend-40/6",SH-78,10.431505,76.98407,Rock,Slide,19 May 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-05-19,2024-05-19,2024-05-19,,exact_date,day,Exact calendar date parsed from source text: 19 May 2024.,1,reliable
27802,TN/NIL/58A7/2024/10,Tamil Nadu,Nilgiri,Gudalur GH slide,"NH-181, Gudalur Government
hospital",11.4921,76.4997,Earth,Slide,26 June 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-06-26,2024-06-26,2024-06-26,,exact_date,day,Exact calendar date parsed from source text: 26 June 2024.,1,reliable
27803,TN/NIL/58A11/2024/11,Tamil Nadu,Nilgiri,Ooty-Gudalur Road-NH-181,NH-181,11.49052,76.527422,Debris,slide,29 August 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-08-29,2024-08-29,2024-08-29,,exact_date,day,Exact calendar date parsed from source text: 29 August 2024.,1,reliable
27804,TN/NIL/58A11/2024/12,Tamil Nadu,Nilgiri,Ooty-Gudalur Road-NH-181,NH-181,11.490697,76.532657,Debris,slide,29 August 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-08-29,2024-08-29,2024-08-29,,exact_date,day,Exact calendar date parsed from source text: 29 August 2024.,1,reliable
27805,TN/NIL/58A11/2024/13,Tamil Nadu,Nilgiri,Gandhipettai,MDR,11.3645,76.705615,Earth,Slide,16 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-16,2024-07-16,2024-07-16,,exact_date,day,Exact calendar date parsed from source text: 16 July 2024.,1,reliable
27806,TN/NIL/58A11/2024/14,Tamil Nadu,Nilgiri,Appukudu,MDR,11.359923,76.667,Debris,slide,16 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-16,2024-07-16,2024-07-16,,exact_date,day,Exact calendar date parsed from source text: 16 July 2024.,1,reliable
27807,TN/NIL/58A11/2024/15,Tamil Nadu,Nilgiri,Emerald,Ooty-kundah road,11.327553,76.6317,Earth,Slide,19 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-19,2024-07-19,2024-07-19,,exact_date,day,Exact calendar date parsed from source text: 19 July 2024.,1,reliable
27808,TN/NIL/58A11/2024/16,Tamil Nadu,Nilgiri,Ithalar,Ooty-kundah road,11.34204,76.63419,Earth,Slide,19 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-19,2024-07-19,2024-07-19,,exact_date,day,Exact calendar date parsed from source text: 19 July 2024.,1,reliable
27809,7152,Tamil Nadu,Nilgiri,,,11.347369,76.789377,Debris,Slide,1 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 1 January 2026.,1,reliable
27810,7150,Tamil Nadu,Nilgiri,,,11.344605,76.792407,Debris,Slide,1 January 2026 at 05.00hrs,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 1 January 2026.,1,reliable
27811,7154,Tamil Nadu,Nilgiri,,,11.349663,76.788382,Debris,Slide,1 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 1 January 2026.,1,reliable
27812,7156,Tamil Nadu,Nilgiri,,,11.352623,76.786392,Debris,Slide,1 January 2026 at 01.30hrs,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 1 January 2026.,1,reliable
27813,7176,Tamil Nadu,Nilgiri,,,11.346408,76.798896,Debris,Slide,1 January 2026 at 2.30hrs,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 1 January 2026.,1,reliable
27814,TN/NIL/58A11/2025/1,Tamil Nadu,Nilgiri,NIL-1,"Basavakkal Nanjanadu 2 village
Ooty taluk",11.39636111,76.65091667,Earth,subsidence,27 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-27,2025-05-27,2025-05-27,,exact_date,day,Exact calendar date parsed from source text: 27 May 2025.,1,reliable
27815,TN/NIL/58A11/2025/2,Tamil Nadu,Nilgiri,NIL-2,Anbu Anna colony,11.38372222,76.69333333,earth,Slide,25 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-25,2025-05-25,2025-05-25,,exact_date,day,Exact calendar date parsed from source text: 25 May 2025.,1,reliable
27816,TN/NIL/58A11/2025/3,Tamil Nadu,Nilgiri,NIL-3,Masinagudi-Ooty Road,11.48652778,76.68563889,Rock,Fall,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27817,TN/NIL/58A11/2025/4,Tamil Nadu,Nilgiri,NIL-4,Masinagudi-Ooty Road,11.48583333,76.68605556,Rock,Fall,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27818,TN/NIL/58A11/2025/5,Tamil Nadu,Nilgiri,NIL-5,"Ithalar, Bembatty",11.33669444,76.64225,Earth,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27819,TN/NIL/58A11/2025/6,Tamil Nadu,Nilgiri,NIL-6,Ithalar hatty,11.34302778,76.63919444,Earth,Slide,30 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-30,2024-07-30,2024-07-30,,exact_date,day,Exact calendar date parsed from source text: 30 July 2024.,1,reliable
27820,TN/NIL/58A11/2025/7,Tamil Nadu,Nilgiri,NIL-7,Emerald Sathya Nagar,11.32233333,76.62216667,Earth,Slide,25 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-25,2025-05-25,2025-05-25,,exact_date,day,Exact calendar date parsed from source text: 25 May 2025.,1,reliable
27821,TN/NIL/58A11/2025/8,Tamil Nadu,Nilgiri,NIL-8,"Lawrence Avalanche junction
Emerald",11.31261111,76.62380556,Earth,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27822,TN/NIL/58A11/2025/9,Tamil Nadu,Nilgiri,NIL-9,"Near Mukkimalai hairpin bend
no. 14",11.29147222,76.64566667,Earth,slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27823,TN/NIL/58A11/2025/10,Tamil Nadu,Nilgiri,NIL-10,Pannimedu Kundah Palam – 1,11.28111111,76.64833333,soil,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27824,TN/NIL/58A11/2025/11,Tamil Nadu,Nilgiri,NIL-11,Pannimedu Kundah Palam – 2,11.28091667,76.648,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27825,TN/NIL/58A11/2025/12,Tamil Nadu,Nilgiri,NIL-12,Pannimedu Kundah Palam – 3,11.28088889,76.64761111,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27826,TN/NIL/58A11/2025/13,Tamil Nadu,Nilgiri,NIL-13,"Pannimedu Colony, Kundah
Palam – 4",11.28072222,76.64813889,Soil,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27827,TN/NIL/58A11/2025/14,Tamil Nadu,Nilgiri,NIL-14,"Cheranur, Kil Kudah-2,
Mariamman temple",11.25669444,76.62744444,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27828,TN/NIL/58A12/2025/15,Tamil Nadu,Nilgiri,NIL-15,"Mel Kundah, Thiashola -
Kinnakorai road",11.21705556,76.60447222,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27829,TN/NIL/58A11/2025/16,Tamil Nadu,Nilgiri,NIL-16,"Gudalur Ooty road
(Naduvattam)",11.49063889,76.52758333,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27830,TN/NIL/58A2/2025/17,Tamil Nadu,Nilgiri,NIL-17,Cholady near cherambadi,11.52344444,76.24775,Earth,Slide,25 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-25,2025-05-25,2025-05-25,,exact_date,day,Exact calendar date parsed from source text: 25 May 2025.,1,reliable
27831,TN/NIL/58A2/2025/18,Tamil Nadu,Nilgiri,NIL-18,Cholady near cherambadi,11.52475,76.24763889,Debris,Slide,26 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-26,2025-05-26,2025-05-26,,exact_date,day,Exact calendar date parsed from source text: 26 May 2025.,1,reliable
27832,TN/NIL/58A7/2025/19,Tamil Nadu,Nilgiri,NIL-19,O-Valley-2 Sea forth village,11.42786111,76.45422222,Earth,Slide,2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2017,2017,,year_only,year,Year-only value preserved as-is: 2017.,1,limited_date_precision
27833,TN/NIL/58A7/2025/20,Tamil Nadu,Nilgiri,NIL-20,"Seapuram, O’ Valley",11.42336111,76.46347222,Rock,Fall,3 July 2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2024-07-03,2024-07-03,2024-07-03,,exact_date,day,Exact calendar date parsed from source text: 3 July 2024.,1,reliable
27834,TN/NIL/58A15/2025/1,Tamil Nadu,Nilgiri,ONR-1,"Near DSP. Office mount
pleasant road",11.3426,76.7901,Debris,Slide,17 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-17,2025-10-17,2025-10-17,,exact_date,day,Exact calendar date parsed from source text: 17 October 2025.,1,reliable
27835,TN/NIL/58A15/2025/2,Tamil Nadu,Nilgiri,ONR-2,Near Palavasi petrol bunk,11.3494,76.7872,Debris,Slide,14 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-14,2025-10-14,2025-10-14,,exact_date,day,Exact calendar date parsed from source text: 14 October 2025.,1,reliable
27836,TN/NIL/58A15/2025/3,Tamil Nadu,Nilgiri,ONR-3,"Coonoor to Ooty road near
Coonoor town",11.3494,76.7959,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27837,TN/NIL/58A15/2025/4,Tamil Nadu,Nilgiri,ONR-4,"Udhagai to Coonoor road Near
Aruvankad",11.3533,76.785,Debris,Slide,21 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-21,2025-10-21,2025-10-21,,exact_date,day,Exact calendar date parsed from source text: 21 October 2025.,1,reliable
27838,TN/NIL/58A15/2025/5,Tamil Nadu,Nilgiri,ONR-5,Coonoor to Udhagai road,11.359,76.7817,Rock and Debris,"Fall near the
head and
crown and slide
at body and toe
of the slide",22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27839,TN/NIL/58A15/2025/6,Tamil Nadu,Nilgiri,ONR-6,TTK Road,11.3445,76.7924,Debris,Slide,17 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-17,2025-10-17,2025-10-17,,exact_date,day,Exact calendar date parsed from source text: 17 October 2025.,1,reliable
27840,TN/NIL/58A15/2025/7,Tamil Nadu,Nilgiri,ONR-7,Coonoor - Vennar pet Rd.,11.3509,76.7929,Debris,Slide,20 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-20,2025-10-20,2025-10-20,,exact_date,day,Exact calendar date parsed from source text: 20 October 2025.,1,reliable
27842,TN/NIL/58A15/2025/9,Tamil Nadu,Nilgiri,ONR-9,Attadi road,11.3571,76.8083,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27843,TN/NIL/58A15/2025/10,Tamil Nadu,Nilgiri,ONR-10,"Coonoor to Kattabettu road
near Bandishola",11.3665,76.8167,Debris,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27844,TN/NIL/58A15/2025/11,Tamil Nadu,Nilgiri,ONR-11,Coonoor to Kattabettu Road,11.3752,76.8165,Loose debris,Slide,17 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-17,2025-10-17,2025-10-17,,exact_date,day,Exact calendar date parsed from source text: 17 October 2025.,1,reliable
27845,TN/NIL/58A15/2025/12,Tamil Nadu,Nilgiri,ONR-12,"In backside of Tmt. Jayabhatathi
house, Forestdale",11.3669,76.7992,Earth,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27846,TN/NIL/58A15/2025/13,Tamil Nadu,Nilgiri,ONR-13,Near Gandipuram Railway track,11.3339,76.7981,Loose debris,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27847,TN/NIL/58A15/2025/14,Tamil Nadu,Nilgiri,ONR-14,Gandhipuram - Indra Nagar,11.337,76.7982,Earth,Slide,21 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-21,2025-10-21,2025-10-21,,exact_date,day,Exact calendar date parsed from source text: 21 October 2025.,1,reliable
27848,TN/NIL/58A15/2025/15,Tamil Nadu,Nilgiri,ONR-15,Coonoor to Mettupalayam road,11.3307,76.808,Debris,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27849,TN/NIL/58A15/2025/16,Tamil Nadu,Nilgiri,ONR-16,Coonoor to Mettupalayam road,11.3381,76.8278,Rock,Slide,2024,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2024,2024,,year_only,year,Year-only value preserved as-is: 2024.,1,limited_date_precision
27850,TN/NIL/58A15/2025/17,Tamil Nadu,Nilgiri,KOT-1,"In front of Palanimalai house at
Kattabettu Bharathinagar",11.4139,76.8139,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27851,TN/NIL/58A15/2025/18,Tamil Nadu,Nilgiri,KOT-2,"In front of Velusamy house,
Bharthi Nagar",11.4146,76.8133,Earth,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27852,TN/NIL/58A15/2025/19,Tamil Nadu,Nilgiri,KOT-3,Coonoor to Kattabettu road,11.4159,76.8172,Debris,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27853,TN/NIL/58A15/2025/20,Tamil Nadu,Nilgiri,KOT-4,Kokkalthorai road near kaikatty,11.4588,76.8427,Earth,Slide,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27854,TN/NIL/58A15/2025/21,Tamil Nadu,Nilgiri,KOT-5,"Keradamattam to Sundatty
road",11.4939,76.8939,Debris,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27855,TN/NIL/58A15/2025/22,Tamil Nadu,Nilgiri,KOT-6,"Sivakumar,S/o.Kuttan Rajnagar,
backside of the house",11.4508,76.89,Earth,Fall,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27856,TN/NIL/58A15/2025/23,Tamil Nadu,Nilgiri,KOT-7,Club road lion house area,11.4317,76.8667,Earth,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27857,TN/NIL/58A15/2025/24,Tamil Nadu,Nilgiri,KOT-8,Kotagiri to Konavakkarai road,11.4174,76.8781,Debris,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27858,TN/NIL/58A11/2025/25,Tamil Nadu,Nilgiri,ONR-17,Near Needle factory,11.3785,76.7444,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27859,TN/NIL/58A11/2025/26,Tamil Nadu,Nilgiri,ONR-18,Kenthala to Ketti palada road,11.3359,76.7345,Debris,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27860,TN/NIL/58A11/2025/27,Tamil Nadu,Nilgiri,ONR-19,Maniyapuram Temple area,11.3157,76.7068,Earth,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27861,TN/NIL/58A15/2025/28,Tamil Nadu,Nilgiri,ONR-20,"In backside of Tmt.Gomathi
house, Palaya Aravankadu",11.3696,76.7517,Earth,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27862,TN/NIL/58A15/2025/29,Tamil Nadu,Nilgiri,ONR-21,"In backside of Tmt.Saroja
Sandha house, Chinna Bikkatty",11.3718,76.7561,Earth,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27863,TN/NIL/58A15/2025/30,Tamil Nadu,Nilgiri,ONR-23,"Tmt.Mumtaj, W/o.Anwer
Ambikapuram house backside",11.3556,76.771,Debris,Slide,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27864,TN/NIL/58A15/2025/31,Tamil Nadu,Nilgiri,ONR-24,Periyar Nagar,11.3375,76.7769,Debris,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27865,TN/NIL/58A15/2025/32,Tamil Nadu,Nilgiri,ONR-25,"Nearby Deepa's house, Karancy",11.3608,76.834,Debris,Slide,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27866,TN/NIL/58A15/2025/33,Tamil Nadu,Nilgiri,KOT-10,S.N.Nagar to Semmanarai Rd.,11.3935,76.9317,Debris,Slide,20 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-20,2025-10-20,2025-10-20,,exact_date,day,Exact calendar date parsed from source text: 20 October 2025.,1,reliable
